nationality_name,overall
Australia,59
Italy,66
India,59
Sweden,65
Mali,63
United States,69
Argentina,68
Germany,64
Brazil,67
Uruguay,63
Scotland,62
England,60
Argentina,60
Bosnia and Herzegovina,58
Scotland,67
Colombia,62
Spain,69
Israel,64
Romania,61
Saudi Arabia,57
Argentina,64
Scotland,62
Germany,66
Chile,62
Norway,67
Côte d'Ivoire,64
France,65
England,64
United States,70
Ecuador,64
India,56
Australia,59
Australia,61
France,87
Senegal,65
Netherlands,65
Sweden,66
Germany,62
England,74
England,59
England,63
Germany,59
Denmark,58
England,67
India,58
Sweden,62
Faroe Islands,64
Norway,60
Japan,55
Burkina Faso,64
Netherlands,61
Argentina,72
Argentina,61
Côte d'Ivoire,69
Republic of Ireland,61
Poland,63
Venezuela,64
Portugal,66
England,59
Norway,67
England,61
Ghana,75
Belgium,64
Iceland,64
Bolivia,61
United States,56
Brazil,74
Sweden,63
Ukraine,61
Denmark,64
Nigeria,62
England,57
Chile,62
Sweden,67
England,72
Venezuela,63
England,62
Nigeria,63
England,61
Poland,71
Republic of Ireland,64
Argentina,71
Malawi,63
Saudi Arabia,62
Japan,65
Portugal,60
Brazil,63
Germany,64
Mali,64
Spain,61
Georgia,65
Germany,62
Germany,64
India,58
France,60
China PR,61
Switzerland,73
Republic of Ireland,63
Serbia,66
Germany,64
Mali,65
England,62
Belarus,64
Argentina,68
Pakistan,69
United States,63
Indonesia,64
Italy,61
Norway,60
Brazil,71
Colombia,62
Italy,60
England,66
Belgium,72
Croatia,66
Denmark,59
Sweden,61
Ukraine,68
Australia,62
India,57
Switzerland,65
Cyprus,64
Paraguay,60
Argentina,59
Germany,64
Türkiye,68
Spain,62
Paraguay,65
Italy,62
Chile,67
Norway,64
Denmark,65
Germany,64
Northern Ireland,58
Serbia,63
South Africa,65
India,61
Australia,67
Peru,64
Morocco,61
France,62
Germany,63
India,67
Austria,62
Italy,65
England,61
Iraq,66
Suriname,65
Sweden,64
Sweden,63
Switzerland,62
Brazil,63
Netherlands,64
Norway,66
England,62
Paraguay,65
Korea Republic,58
Brazil,63
Norway,60
Colombia,64
Serbia,60
China PR,61
Gambia,64
Colombia,74
Austria,61
England,59
England,63
Canada,57
Portugal,71
Morocco,63
Romania,60
England,63
Venezuela,65
Korea Republic,61
Switzerland,65
Argentina,66
Spain,67
Norway,61
Venezuela,63
Ghana,59
Scotland,60
United States,63
Jamaica,64
Guinea,61
Argentina,60
Germany,69
Uzbekistan,68
Spain,62
Italy,70
Spain,64
Netherlands,58
Argentina,64
Finland,60
France,71
Italy,65
Guinea-Bissau,66
Colombia,60
England,63
China PR,64
Germany,63
United States,58
England,56
Korea Republic,56
Serbia,64
Argentina,63
France,63
Germany,61
Spain,68
Côte d'Ivoire,68
Italy,66
Spain,61
France,62
Greece,63
England,62
Spain,62
England,69
Slovakia,70
Republic of Ireland,70
El Salvador,62
Argentina,61
England,61
Germany,66
Republic of Ireland,60
England,60
England,69
Croatia,66
Switzerland,62
Italy,67
Korea Republic,65
Spain,61
Egypt,65
Paraguay,61
France,63
Germany,56
Italy,74
Serbia,63
Australia,63
Costa Rica,67
Qatar,67
United States,67
Korea Republic,60
Zimbabwe,62
England,65
Croatia,64
Poland,61
Denmark,60
United States,68
Czechia,67
Sweden,64
Republic of Ireland,71
Saudi Arabia,57
Cabo Verde,59
Italy,67
Netherlands,68
Korea Republic,57
Serbia,64
Côte d'Ivoire,58
Kosovo,61
Korea Republic,70
Panama,59
Republic of Ireland,59
Argentina,64
Denmark,60
Türkiye,60
Italy,71
England,55
Switzerland,59
Sweden,63
Ecuador,60
England,61
England,59
Côte d'Ivoire,61
Spain,63
Kenya,63
Austria,63
United States,65
Spain,69
Spain,64
Denmark,63
Finland,57
Republic of Ireland,68
Türkiye,70
China PR,57
Cameroon,68
Colombia,70
Norway,61
Germany,57
Sweden,62
Cameroon,62
England,64
Germany,62
Croatia,64
Faroe Islands,57
Japan,57
Burkina Faso,70
Bolivia,62
Côte d'Ivoire,73
Korea Republic,64
Türkiye,62
England,66
Brazil,65
Croatia,66
England,56
Spain,63
Argentina,63
Norway,59
Brazil,71
Argentina,62
Saudi Arabia,65
Republic of Ireland,62
France,65
France,64
Chile,57
Germany,58
Australia,57
United States,63
Sweden,60
Bosnia and Herzegovina,61
Spain,68
Croatia,68
England,59
Argentina,62
Saudi Arabia,60
Denmark,60
Denmark,58
England,61
Romania,58
Spain,60
Denmark,61
India,60
England,58
United States,62
Spain,59
Norway,59
England,78
Mexico,64
Norway,61
Greece,61
Morocco,57
Poland,64
United States,62
Netherlands,64
Denmark,63
Portugal,60
Côte d'Ivoire,73
Iceland,66
England,68
Germany,60
Poland,66
Republic of Ireland,73
Canada,63
Denmark,59
Cabo Verde,63
Türkiye,57
Norway,62
Chile,65
United States,63
Poland,68
Argentina,68
Bolivia,64
India,53
Trinidad and Tobago,63
Italy,65
Sweden,71
Italy,62
United States,60
Sweden,71
England,64
Haiti,59
Sweden,60
United States,65
Argentina,60
Austria,64
Ghana,61
Belgium,69
Türkiye,61
Norway,66
Morocco,63
Croatia,62
England,65
Norway,62
Venezuela,57
Romania,62
Saudi Arabia,64
Italy,72
France,69
Qatar,63
Paraguay,64
Bolivia,58
Romania,62
Paraguay,69
Spain,65
Germany,64
Netherlands,58
Ecuador,61
Nigeria,66
England,64
Italy,57
Serbia,66
Netherlands,66
Cyprus,62
Republic of Ireland,59
France,61
India,63
Uruguay,64
Germany,64
Romania,65
Kosovo,60
Scotland,61
Poland,65
Zimbabwe,56
Sweden,58
Germany,61
Japan,63
Slovenia,64
France,60
Senegal,65
Saudi Arabia,59
United States,66
Korea Republic,63
Türkiye,66
France,69
Australia,60
Bolivia,66
Germany,62
England,64
China PR,56
Türkiye,64
Korea Republic,68
England,63
Belgium,64
Spain,60
England,73
Germany,66
Korea Republic,63
Sweden,64
France,65
Italy,66
Venezuela,68
Uruguay,65
Scotland,60
Germany,62
Senegal,64
Morocco,63
Slovenia,68
Paraguay,56
Saudi Arabia,58
Germany,65
France,64
England,55
Denmark,60
Germany,64
Denmark,62
Guinea-Bissau,62
Italy,65
Cameroon,63
England,62
England,58
Spain,74
India,58
Cameroon,59
Netherlands,67
Serbia,71
England,59
Germany,62
Croatia,64
New Zealand,68
Serbia,69
Germany,59
France,63
Slovenia,58
France,57
Germany,64
Türkiye,70
Spain,66
Scotland,60
Saudi Arabia,61
United States,59
Brazil,64
Haiti,65
Switzerland,58
Norway,66
Switzerland,63
Romania,60
Korea Republic,62
China PR,55
Canada,65
Uruguay,62
Norway,64
Bolivia,61
Netherlands,65
Ghana,67
Scotland,68
New Caledonia,61
Belgium,63
Germany,69
Wales,64
Italy,66
Italy,71
England,58
Romania,63
England,62
Sierra Leone,72
Poland,65
Argentina,59
Scotland,61
Venezuela,65
Venezuela,62
Saudi Arabia,64
Ecuador,65
Netherlands,63
England,61
Sweden,60
Israel,68
Slovakia,56
Argentina,58
Italy,59
Moldova,59
Italy,69
Serbia,68
England,66
Republic of Ireland,66
Chile,66
France,63
Venezuela,66
Portugal,68
Norway,60
England,64
Germany,61
Qatar,60
Germany,69
Germany,63
Austria,59
Costa Rica,65
Portugal,58
Norway,62
France,66
Austria,66
Argentina,70
Romania,62
Spain,72
France,67
Germany,57
Italy,62
Paraguay,63
Wales,58
Spain,61
Saudi Arabia,64
Wales,57
Slovakia,65
Denmark,61
England,60
Sweden,62
Poland,64
England,56
Colombia,62
Colombia,66
Poland,62
Sweden,66
Korea Republic,59
England,59
Argentina,72
Morocco,74
Germany,61
Denmark,62
Uruguay,60
Netherlands,65
Kenya,63
United States,58
Saudi Arabia,58
Denmark,58
Guinea,63
Germany,59
England,64
Guinea,65
Paraguay,60
Denmark,61
England,58
Belgium,61
Saudi Arabia,61
Norway,64
Netherlands,67
Spain,64
Brazil,58
Suriname,67
Senegal,60
Argentina,73
Netherlands,59
Greece,65
Germany,65
Denmark,66
Italy,68
Argentina,60
England,64
Scotland,57
Gambia,63
Chile,62
Türkiye,59
Mali,65
Germany,61
Brazil,65
Peru,71
England,60
Spain,67
Türkiye,60
Germany,63
Argentina,60
Saudi Arabia,60
Iceland,63
Denmark,64
Sweden,68
Austria,64
Scotland,68
Poland,61
Norway,58
Korea Republic,57
Scotland,61
Sweden,58
Latvia,64
England,56
Germany,78
Paraguay,65
China PR,57
Belgium,63
France,63
Spain,63
Ukraine,69
Angola,74
Netherlands,64
Saudi Arabia,60
Switzerland,64
England,63
Italy,69
Finland,66
France,58
Tunisia,73
France,61
England,61
China PR,61
Argentina,67
Korea Republic,65
Argentina,60
China PR,59
Spain,72
India,53
Korea Republic,65
England,62
Italy,68
Germany,65
England,60
Portugal,62
England,58
Romania,62
Spain,62
France,59
Australia,61
Paraguay,71
France,58
Colombia,60
Brazil,60
Germany,61
Netherlands,68
Germany,62
Argentina,60
Spain,60
Spain,76
Switzerland,58
Germany,67
Scotland,64
Romania,62
England,56
Netherlands,69
Romania,65
Romania,60
France,66
Norway,63
Wales,55
England,68
Italy,68
Kosovo,58
Spain,61
Mexico,73
Argentina,60
Romania,62
Sweden,60
Nigeria,55
Congo DR,71
Netherlands,58
Sierra Leone,61
Italy,69
Korea Republic,59
Portugal,66
Republic of Ireland,62
Argentina,62
France,58
Morocco,64
Argentina,68
Denmark,62
India,62
Italy,63
Norway,64
Morocco,61
Korea Republic,67
Germany,63
Morocco,65
Türkiye,62
Japan,63
Sweden,59
Portugal,64
England,66
Nigeria,59
Curacao,58
Portugal,58
Chile,66
Australia,58
Morocco,57
Germany,68
Netherlands,63
Brazil,69
Germany,69
Türkiye,61
Portugal,67
Germany,66
Germany,57
Paraguay,63
England,63
Brazil,61
Spain,64
Sweden,63
India,58
Greece,63
England,61
Argentina,64
Türkiye,60
Switzerland,62
Republic of Ireland,58
Netherlands,58
Netherlands,58
Netherlands,63
France,67
Netherlands,57
Croatia,61
Republic of Ireland,59
India,55
Slovenia,67
England,55
Paraguay,65
Brazil,66
Türkiye,59
Bosnia and Herzegovina,69
Uruguay,70
England,62
Bulgaria,63
Japan,64
Denmark,63
Albania,65
Colombia,68
Republic of Ireland,60
Wales,57
Republic of Ireland,63
Gambia,61
Cabo Verde,67
Australia,57
Cameroon,64
Australia,59
Morocco,65
Bolivia,64
England,56
Spain,65
Germany,63
Chile,64
France,65
China PR,61
Türkiye,68
Côte d'Ivoire,65
Denmark,63
Northern Ireland,67
Peru,64
England,59
India,57
Argentina,58
Spain,61
United States,63
England,56
Republic of Ireland,59
France,65
England,64
Cameroon,65
Sweden,64
Portugal,59
Congo,66
France,68
Chile,58
England,60
Canada,60
Ghana,63
United States,59
Gambia,65
England,60
Spain,65
Netherlands,70
Congo,64
India,57
France,58
Argentina,85
Sweden,61
Switzerland,68
England,61
Brazil,65
Argentina,55
Denmark,65
Poland,64
United States,65
Uganda,61
Wales,57
Norway,67
Brazil,68
Netherlands,61
England,61
Austria,70
Colombia,65
United States,58
Italy,59
Switzerland,66
Germany,72
England,64
Palestine,60
Wales,56
Argentina,64
China PR,62
Norway,57
Paraguay,67
France,62
Denmark,64
Germany,63
England,68
Romania,61
Spain,60
France,61
Italy,67
Italy,64
Portugal,58
Cameroon,69
Poland,64
Sweden,64
United States,58
New Zealand,52
Argentina,64
United States,58
North Macedonia,64
Ghana,63
Chile,62
Italy,67
Denmark,69
Australia,59
India,60
Bosnia and Herzegovina,66
France,72
Spain,66
England,60
Côte d'Ivoire,68
Germany,62
Argentina,65
Belgium,59
Côte d'Ivoire,58
Poland,63
Ghana,68
Germany,62
Saudi Arabia,62
England,58
Spain,59
Netherlands,56
England,64
England,56
France,62
Chinese Taipei,58
Germany,74
Sweden,67
England,65
Bosnia and Herzegovina,63
Portugal,63
Chile,58
United States,57
China PR,56
South Africa,64
Poland,60
Bosnia and Herzegovina,65
England,59
Sweden,63
Bolivia,62
Ghana,67
Portugal,65
Argentina,65
Spain,62
Argentina,67
Germany,63
Argentina,70
China PR,55
Italy,66
Brazil,62
Poland,62
Jamaica,62
Romania,60
Argentina,64
Azerbaijan,69
Korea Republic,62
Argentina,63
Austria,64
United States,62
Scotland,59
Argentina,63
India,55
India,58
England,58
Argentina,66
Poland,68
Türkiye,71
Ghana,60
Norway,65
Türkiye,55
Spain,71
France,59
Cameroon,65
Ecuador,69
Germany,69
Tanzania,59
Denmark,63
Germany,64
Bulgaria,64
Portugal,62
Austria,69
Croatia,66
Italy,70
Spain,60
France,58
India,56
Suriname,58
France,69
England,62
Argentina,65
Netherlands,60
Italy,58
Wales,59
Australia,59
France,64
Republic of Ireland,61
China PR,56
Spain,70
Germany,68
India,55
Sweden,56
Spain,60
Belgium,68
Germany,65
Brazil,68
China PR,62
Côte d'Ivoire,63
Portugal,68
Australia,59
Italy,66
France,66
Germany,61
France,66
South Africa,67
England,58
Bosnia and Herzegovina,64
Sweden,58
Morocco,68
France,58
Portugal,60
Scotland,64
Chile,68
Korea Republic,61
China PR,60
Spain,63
Switzerland,72
Paraguay,69
Thailand,63
Republic of Ireland,56
Portugal,58
Denmark,71
Sweden,58
France,58
Paraguay,59
Republic of Ireland,58
Spain,64
Ukraine,65
Germany,62
Scotland,61
Ghana,64
Uruguay,57
Scotland,61
Italy,70
Romania,69
Argentina,68
United States,65
Greece,63
Germany,64
Sweden,66
England,63
Austria,62
Scotland,67
Iceland,66
Spain,65
Denmark,56
Nigeria,61
Germany,55
Scotland,56
Germany,58
Switzerland,65
United States,68
Germany,68
Togo,61
Peru,66
China PR,55
Germany,61
Spain,66
Scotland,64
Romania,56
Norway,62
Canada,69
France,63
South Africa,63
Sweden,70
Chile,62
Denmark,58
Germany,61
Nigeria,62
Belgium,57
Argentina,58
Saudi Arabia,60
Paraguay,58
England,58
Argentina,59
Sweden,66
Argentina,63
England,69
England,69
Sweden,61
Korea Republic,65
Cyprus,65
Haiti,62
Poland,66
Republic of Ireland,58
Serbia,68
England,58
Iran,68
Spain,59
England,66
Chile,63
Guinea,64
Finland,59
England,84
Germany,64
England,58
Sweden,63
Spain,65
Switzerland,63
Norway,63
Denmark,72
Türkiye,60
England,55
Slovenia,66
Uruguay,64
France,61
Bosnia and Herzegovina,70
Austria,63
United States,67
Korea Republic,64
Spain,62
Congo DR,61
Belgium,66
Switzerland,61
Spain,62
Poland,67
Bolivia,59
Croatia,64
United States,70
Spain,61
France,58
France,58
Spain,60
England,60
France,61
England,64
Germany,61
France,62
France,59
Kosovo,57
Spain,65
Sweden,63
Hungary,61
Spain,61
United States,65
Italy,74
Bolivia,65
United States,63
Spain,65
England,63
Germany,62
Saudi Arabia,55
Spain,62
India,59
Italy,65
Norway,59
Romania,60
Spain,66
Serbia,67
Australia,63
England,56
England,56
Italy,63
Poland,62
Norway,55
England,61
Brazil,71
Canada,68
Guinea,63
Switzerland,70
Brazil,69
Spain,64
Nigeria,65
Romania,55
France,61
Scotland,71
Hungary,62
Norway,60
Spain,60
Belgium,68
Romania,61
Poland,74
Uruguay,66
Australia,64
Denmark,64
Portugal,66
Romania,65
Spain,62
Spain,62
Germany,59
United States,64
Romania,60
Germany,68
Italy,63
Italy,62
Italy,66
Australia,57
Norway,64
Peru,60
Romania,61
Cameroon,62
Venezuela,61
Romania,59
Iceland,63
Iceland,65
Nigeria,65
Kosovo,63
Netherlands,58
Bosnia and Herzegovina,60
Morocco,64
Sweden,62
Equatorial Guinea,64
France,64
Romania,65
Türkiye,53
Saudi Arabia,57
England,68
Canada,64
Brazil,70
Argentina,62
Germany,66
England,60
India,56
Senegal,63
Republic of Ireland,59
Argentina,63
Croatia,64
New Zealand,57
Scotland,62
Argentina,66
Poland,68
Argentina,64
Saudi Arabia,66
Argentina,63
Argentina,74
Qatar,66
Northern Ireland,58
Brazil,71
Kenya,61
United States,67
Germany,55
Nigeria,65
England,62
Paraguay,66
Netherlands,67
France,67
France,60
United States,67
Chile,71
Sweden,57
Austria,59
New Zealand,62
Spain,63
Germany,59
France,58
Portugal,62
Cyprus,63
Spain,60
France,62
Argentina,61
Angola,57
Switzerland,57
Barbados,63
Switzerland,65
Cameroon,62
Morocco,63
Belgium,63
Senegal,57
France,61
Austria,63
Australia,63
Norway,63
Spain,60
Spain,62
Sweden,64
Romania,59
Côte d'Ivoire,63
Romania,57
France,62
Angola,67
Austria,68
Germany,64
Norway,66
Portugal,58
Ghana,70
Korea Republic,60
United States,59
Spain,58
Spain,70
Germany,63
England,55
Guinea-Bissau,65
Finland,62
Spain,62
Argentina,57
Saudi Arabia,57
Germany,67
Australia,62
Sweden,57
India,59
Chile,61
Türkiye,63
Ukraine,62
India,52
France,64
Scotland,62
Germany,63
Colombia,62
England,62
Benin,63
Togo,67
United States,70
Uruguay,66
Kosovo,58
Germany,64
Germany,62
Peru,65
Italy,64
Argentina,66
England,61
Senegal,66
Argentina,55
Sweden,64
Ecuador,61
Nigeria,62
Bolivia,57
Portugal,65
Argentina,62
Scotland,66
Congo,67
Norway,57
Sweden,60
Spain,64
Romania,62
Croatia,69
Australia,58
England,66
Norway,60
France,59
Colombia,63
Austria,68
England,55
Spain,65
Denmark,65
Germany,62
India,56
Argentina,61
France,62
United States,59
Poland,69
Canada,64
Paraguay,65
Finland,60
Korea Republic,61
Wales,62
Finland,66
Switzerland,62
Romania,61
Brazil,61
Germany,58
Chile,64
Venezuela,65
India,59
Portugal,68
Argentina,60
England,60
Germany,67
Mexico,62
Tunisia,61
Spain,62
Côte d'Ivoire,67
Sweden,70
China PR,58
Poland,56
Germany,58
Cameroon,66
Saudi Arabia,56
Portugal,62
Croatia,61
Germany,68
Hungary,61
England,59
France,64
Republic of Ireland,64
Italy,66
Korea Republic,65
Serbia,67
Spain,63
Germany,67
Korea Republic,63
Wales,55
Australia,63
China PR,59
Spain,63
Türkiye,56
Austria,58
Wales,55
Kosovo,64
Luxembourg,62
Sweden,56
Norway,65
Italy,67
United States,55
Mauritania,59
Australia,60
Norway,59
Sweden,61
Argentina,61
Germany,62
England,58
Sweden,63
Türkiye,64
Germany,64
Spain,62
Netherlands,63
Republic of Ireland,58
Mali,63
Spain,65
England,61
England,65
Argentina,70
Morocco,65
Italy,60
Republic of Ireland,61
Spain,63
United States,57
Poland,58
Uruguay,59
England,62
Bolivia,61
Benin,60
Republic of Ireland,60
Peru,68
India,59
Türkiye,60
Netherlands,63
Denmark,62
Switzerland,56
Germany,55
United States,58
Spain,63
Germany,62
Curacao,60
England,60
Republic of Ireland,64
Germany,62
Serbia,61
Poland,62
Canada,62
Argentina,65
Scotland,58
France,62
Korea Republic,59
Japan,62
China PR,60
India,57
Peru,59
Germany,55
Germany,54
England,63
Spain,64
France,64
